State,Year,Pop12_17,Pop18_25,Pop26Plus,Alc12_17,Alc18_25,Alc26Plus,Mar1_17,Mar18_25,Mar26Plus,Tob12_17,Tob18_25,Tob26Plus,Division,Region
Arkansas,2017,236702,314368,1937651,0.086841,0.47796,0.433692,0.056172,0.16197,0.077284,0.075321,0.325199,0.332619,West South Central,South
California,2017,3026428,4250955,25769686,0.083305,0.551764,0.563171,0.07053,0.250649,0.103852,0.027279,0.187553,0.159735,Pacific,West
Colorado,2017,430432,587460,3708548,0.105369,0.649849,0.668053,0.093862,0.332081,0.157346,0.048648,0.298282,0.2201,Mountain,West
Connecticut,2017,272254,387595,2405282,0.125965,0.68433,0.6668,0.083498,0.300832,0.095765,0.034482,0.2733,0.203393,New England,Northeast
Delaware,2017,69413,94216,651806,0.094301,0.564076,0.570241,0.081936,0.267196,0.092235,0.049352,0.273956,0.250207,South Atlantic,South
District of Columbia,2017,31570,87525,474297,0.087363,0.707984,0.697831,0.084719,0.324914,0.142547,0.046426,0.268166,0.229824,South Atlantic,South
Florida,2017,1431798,1961154,14656396,0.101228,0.524194,0.544755,0.070557,0.228752,0.076706,0.045535,0.236072,0.211844,South Atlantic,South
Georgia,2017,866242,1105245,6661559,0.083354,0.477824,0.519424,0.060451,0.201754,0.065307,0.043564,0.290278,0.24776,South Atlantic,South
Hawaii,2017,95447,123940,938835,0.071757,0.555282,0.501942,0.053126,0.167027,0.080936,0.027611,0.222497,0.166534,Pacific,West
Idaho,2017,152823,180549,1089805,0.078403,0.471125,0.501711,0.062843,0.164919,0.071123,0.050208,0.281955,0.229466,Mountain,West
Illinois,2017,995426,1331211,8380092,0.09862,0.578034,0.611513,0.068608,0.225916,0.079184,0.038632,0.248289,0.218532,East North Central,Midwest
Indiana,2017,537556,738014,4276407,0.092515,0.599914,0.537925,0.067717,0.228456,0.084579,0.048512,0.316056,0.290029,East North Central,Midwest
Iowa,2017,245032,357855,2020666,0.106772,0.663595,0.626557,0.053618,0.175386,0.05389,0.044521,0.321662,0.268917,West North Central,Midwest
Kansas,2017,237064,322476,1819258,0.104031,0.596127,0.599046,0.045281,0.145448,0.051312,0.043211,0.289634,0.265349,West North Central,Midwest
Kentucky,2017,340220,465663,2903588,0.099337,0.457617,0.425553,0.059323,0.174199,0.06982,0.091248,0.350567,0.343116,East South Central,South
Louisiana,2017,361940,479234,2987835,0.10971,0.563673,0.537146,0.05117,0.188305,0.062151,0.057622,0.336058,0.314443,West South Central,South
Maine,2017,89705,122655,948984,0.111507,0.633645,0.589881,0.103117,0.351692,0.147505,0.065137,0.343227,0.229666,New England,Northeast
Maryland,2017,452456,600019,4007455,0.09623,0.596965,0.621979,0.069561,0.247089,0.080081,0.042622,0.245073,0.196387,South Atlantic,South
Massachusetts,2017,481835,793182,4649494,0.126448,0.684166,0.656155,0.093287,0.313888,0.110157,0.05069,0.250547,0.203535,New England,Northeast
Michigan,2017,762352,1091893,6612857,0.102118,0.598169,0.574848,0.078658,0.274975,0.107024,0.050027,0.287387,0.25787,East North Central,Midwest
Minnesota,2017,434904,572931,3665430,0.092667,0.655143,0.613987,0.062529,0.220888,0.078925,0.047339,0.318288,0.221464,West North Central,Midwest
Mississippi,2017,241768,322550,1887440,0.087101,0.419286,0.4361,0.049611,0.152567,0.058341,0.074036,0.331842,0.342266,East South Central,South
Missouri,2017,466292,635726,3997148,0.106794,0.532921,0.528161,0.062113,0.199646,0.07031,0.061042,0.274887,0.274733,West North Central,Midwest
Montana,2017,75436,110155,702611,0.133334,0.620404,0.620851,0.096465,0.272999,0.129625,0.070971,0.40839,0.252652,Mountain,West
Nebraska,2017,155993,212817,1206583,0.095273,0.625064,0.618972,0.061555,0.205405,0.062995,0.038861,0.334838,0.254181,West North Central,Midwest
Nevada,2017,229143,283377,2008499,0.080631,0.521036,0.535177,0.091651,0.320867,0.133124,0.04216,0.280558,0.267169,Mountain,West
New Hampshire,2017,94983,141804,933100,0.11661,0.69035,0.676599,0.088416,0.299524,0.124076,0.054933,0.321097,0.205249,New England,Northeast
New Jersey,2017,684290,880024,6010331,0.110074,0.58886,0.563225,0.056058,0.210821,0.06211,0.035885,0.283168,0.194215,Middle Atlantic,Northeast
New Mexico,2017,165877,219023,1351993,0.097945,0.502256,0.501354,0.09575,0.239644,0.116167,0.054674,0.304845,0.257641,Mountain,West
New York,2017,1375507,2093893,13260774,0.092295,0.590894,0.562209,0.066195,0.242221,0.07808,0.0353,0.250641,0.183365,Middle Atlantic,Northeast
North Carolina,2017,791658,1058797,6764669,0.098682,0.511476,0.505557,0.066632,0.192401,0.061327,0.053058,0.315591,0.254926,South Atlantic,South
North Dakota,2017,53301,94024,469643,0.100749,0.689185,0.605818,0.049262,0.171216,0.060302,0.062383,0.332281,0.273286,West North Central,Midwest
Ohio,2017,896066,1210058,7695525,0.096009,0.567862,0.548114,0.06161,0.20669,0.066599,0.06391,0.346548,0.278611,East North Central,Midwest
Oklahoma,2017,317113,419663,2479838,0.089061,0.528112,0.51287,0.053081,0.175701,0.060949,0.053999,0.359787,0.30398,West South Central,South
Oregon,2017,294160,416018,2839447,0.105851,0.607956,0.616226,0.097064,0.33114,0.176764,0.046037,0.299724,0.214134,Pacific,West
Pennsylvania,2017,916014,1313052,8642237,0.093146,0.594778,0.600393,0.05309,0.197126,0.069782,0.048861,0.316655,0.257813,Middle Atlantic,Northeast
Rhode Island,2017,73039,125273,711511,0.103914,0.650421,0.619332,0.086116,0.292614,0.126962,0.037936,0.268389,0.20688,New England,Northeast
South Carolina,2017,373712,507495,3345950,0.091963,0.509475,0.531858,0.063373,0.191819,0.068917,0.071938,0.311614,0.280934,South Atlantic,South
South Dakota,2017,68252,92097,550564,0.099862,0.649095,0.628669,0.052592,0.177041,0.055774,0.071701,0.357091,0.274164,West North Central,Midwest
Tennessee,2017,511356,690281,4443021,0.093527,0.488417,0.46667,0.061058,0.198824,0.070664,0.065229,0.357772,0.296217,East South Central,South
Texas,2017,2463690,3098890,17545587,0.081976,0.502471,0.509575,0.048153,0.146741,0.047236,0.034309,0.249371,0.231352,West South Central,South
Utah,2017,306536,398120,1780017,0.050921,0.31992,0.309764,0.0446,0.138126,0.046216,0.030848,0.16511,0.165684,Mountain,West
Vermont,2017,41544,74251,428613,0.152118,0.704855,0.656353,0.126678,0.376687,0.167641,0.072662,0.371633,0.235969,New England,Northeast
Virginia,2017,629286,874127,5542540,0.091255,0.568139,0.548655,0.056384,0.195027,0.055302,0.043917,0.309191,0.20219,South Atlantic,South
Washington,2017,541234,736912,4970994,0.111257,0.600807,0.610847,0.099418,0.30444,0.150114,0.056573,0.249518,0.228374,Pacific,West
West Virginia,2017,125736,177588,1238942,0.097199,0.503535,0.406158,0.062507,0.189142,0.083741,0.080567,0.432256,0.36481,South Atlantic,South
Wisconsin,2017,443580,622050,3833603,0.104643,0.661739,0.641599,0.060891,0.212407,0.072197,0.045514,0.305312,0.243669,East North Central,Midwest
Wyoming,2017,44389,57838,375569,0.103587,0.546971,0.525621,0.063352,0.175659,0.063842,0.067705,0.385035,0.277934,Mountain,West
Alabama,2018,371033,505103,3225318,0.082234,0.458341,0.476373,0.057989,0.183446,0.074906,0.053078,0.306354,0.313648,East South Central,South
Alaska,2018,57444,71183,455906,0.087305,0.534787,0.570019,0.0854,0.307125,0.162506,0.065626,0.258003,0.24832,Pacific,West
Arizona,2018,562546,763917,4715857,0.079122,0.490376,0.538643,0.060367,0.207976,0.100118,0.029289,0.21494,0.203073,Mountain,West
Arkansas,2018,237382,312348,1949363,0.08406,0.48664,0.440504,0.058163,0.158035,0.076023,0.05473,0.308876,0.317618,West South Central,South
California,2018,3017701,4174962,25917724,0.088679,0.544955,0.537543,0.088481,0.264822,0.119085,0.025569,0.170364,0.149708,Pacific,West
Colorado,2018,433719,589317,3782655,0.106916,0.624899,0.653031,0.097544,0.343871,0.156205,0.041461,0.262379,0.216631,Mountain,West
Connecticut,2018,268807,383297,2408141,0.112419,0.656066,0.645867,0.074571,0.272163,0.105194,0.030423,0.240803,0.196648,New England,Northeast
Delaware,2018,69325,92525,659878,0.100906,0.590881,0.609333,0.082642,0.27575,0.105257,0.04036,0.255859,0.241247,South Atlantic,South
District of Columbia,2018,31910,86420,479448,0.092621,0.70565,0.689267,0.089854,0.307315,0.143004,0.036902,0.215138,0.19839,South Atlantic,South
Florida,2018,1439529,1956426,14896983,0.090983,0.495611,0.550292,0.064692,0.214531,0.089626,0.033422,0.204177,0.209436,South Atlantic,South
Georgia,2018,868842,1107324,6756292,0.072638,0.467978,0.52451,0.060388,0.195616,0.079139,0.036377,0.219655,0.234919,South Atlantic,South
Hawaii,2018,95153,120820,939985,0.059659,0.501291,0.496893,0.06292,0.187704,0.09383,0.022002,0.188278,0.186394,Pacific,West
Idaho,2018,155001,183511,1119507,0.079355,0.494768,0.512399,0.058997,0.182106,0.073643,0.038804,0.236536,0.212362,Mountain,West
Illinois,2018,984930,1308622,8378609,0.085535,0.560663,0.607356,0.070117,0.217377,0.089954,0.034581,0.217826,0.218546,East North Central,Midwest
Indiana,2018,537380,736727,4312382,0.091592,0.557915,0.534667,0.07522,0.256343,0.096579,0.049397,0.331039,0.302436,East North Central,Midwest
Iowa,2018,245846,353673,2032017,0.113756,0.639489,0.623466,0.057094,0.161565,0.051771,0.049536,0.271559,0.272555,West North Central,Midwest
Kansas,2018,237062,320289,1827127,0.103014,0.586579,0.568052,0.049952,0.153909,0.064178,0.034769,0.255473,0.270788,West North Central,Midwest
Kentucky,2018,339761,461868,2917791,0.096198,0.481976,0.464227,0.061808,0.18962,0.087077,0.071363,0.351077,0.333691,East South Central,South
Louisiana,2018,360378,468361,2992047,0.099299,0.525318,0.519158,0.049905,0.184682,0.063908,0.057981,0.30144,0.310628,West South Central,South
Maine,2018,89221,121181,955772,0.103555,0.600677,0.594449,0.109346,0.351204,0.159727,0.051799,0.27349,0.211253,New England,Northeast
Maryland,2018,450671,590912,4017859,0.090649,0.574406,0.600694,0.070668,0.26372,0.091638,0.034619,0.242964,0.208328,South Atlantic,South
Massachusetts,2018,477554,788962,4680619,0.108323,0.640643,0.648778,0.097151,0.310119,0.127287,0.039198,0.222028,0.186848,New England,Northeast
Michigan,2018,753613,1077222,6657456,0.091089,0.610395,0.573946,0.074173,0.293024,0.120179,0.04497,0.287464,0.254373,East North Central,Midwest
Minnesota,2018,438045,568703,3698785,0.110281,0.652369,0.64986,0.065337,0.224651,0.084427,0.044819,0.264077,0.220691,West North Central,Midwest
Mississippi,2018,241623,316108,1894943,0.080492,0.416831,0.421761,0.056821,0.169864,0.066478,0.070829,0.321114,0.333158,East South Central,South
Missouri,2018,465766,627312,4022731,0.091863,0.539529,0.534831,0.05879,0.207349,0.075181,0.050864,0.275221,0.258802,West North Central,Midwest
Montana,2018,76259,109604,712413,0.116395,0.629371,0.617633,0.097735,0.298507,0.13175,0.075918,0.397893,0.287815,Mountain,West
Nebraska,2018,157259,211523,1215009,0.099709,0.607552,0.603564,0.067529,0.212449,0.06425,0.040381,0.28697,0.244345,West North Central,Midwest
Nevada,2018,231765,283278,2046371,0.092776,0.537127,0.56726,0.096655,0.314858,0.1469,0.034694,0.228418,0.226492,Mountain,West
New Hampshire,2018,94278,140227,945381,0.108636,0.688907,0.667526,0.081816,0.301583,0.122484,0.039721,0.297897,0.200843,New England,Northeast
New Jersey,2018,675646,860848,5989388,0.094044,0.58644,0.568899,0.066943,0.224974,0.073022,0.029552,0.213777,0.167401,Middle Atlantic,Northeast
New Mexico,2018,165707,216551,1364936,0.082644,0.482511,0.489942,0.098329,0.234845,0.109874,0.05076,0.313622,0.249054,Mountain,West
New York,2018,1348363,2031273,13191928,0.094999,0.560652,0.543354,0.072002,0.2445,0.093467,0.031791,0.226791,0.187165,Middle Atlantic,Northeast
North Carolina,2018,793730,1067047,6865689,0.09194,0.54938,0.530745,0.068658,0.19406,0.078331,0.048459,0.280865,0.265208,South Atlantic,South
North Dakota,2018,54491,91846,473049,0.09421,0.677646,0.596223,0.047588,0.170989,0.061935,0.054354,0.308735,0.267735,West North Central,Midwest
Ohio,2018,889700,1200403,7734940,0.096263,0.57605,0.551318,0.06451,0.220182,0.08823,0.054958,0.330582,0.285297,East North Central,Midwest
Oklahoma,2018,318276,417957,2497934,0.082342,0.517984,0.478713,0.058386,0.192163,0.090888,0.053455,0.35422,0.317876,West South Central,South
Oregon,2018,295052,415291,2880798,0.106983,0.583418,0.621307,0.107426,0.326369,0.174868,0.044915,0.264282,0.215476,Pacific,West
Pennsylvania,2018,910130,1292868,8675385,0.091754,0.561483,0.563143,0.061126,0.198049,0.087331,0.043626,0.297681,0.251702,Middle Atlantic,Northeast
Rhode Island,2018,72481,122890,714973,0.104157,0.661744,0.621708,0.082969,0.310022,0.134031,0.032762,0.253207,0.212517,New England,Northeast
South Carolina,2018,377471,504595,3407157,0.090061,0.495743,0.526097,0.065628,0.183442,0.080933,0.057176,0.306206,0.283986,South Atlantic,South
South Dakota,2018,69325,91692,557354,0.092351,0.598205,0.590874,0.050977,0.147367,0.051278,0.059024,0.298484,0.253495,West North Central,Midwest
Tennessee,2018,513011,687939,4497884,0.091206,0.515268,0.467428,0.057034,0.182162,0.076513,0.056558,0.331769,0.283286,East South Central,South
Texas,2018,2485959,3116800,17862401,0.091013,0.50788,0.524542,0.059365,0.155149,0.059174,0.035923,0.242547,0.224769,West South Central,South
Utah,2018,312345,406023,1821899,0.056698,0.324851,0.324884,0.045811,0.145029,0.049647,0.027104,0.172845,0.154902,Mountain,West
Vermont,2018,41066,73777,430733,0.135764,0.676712,0.642475,0.128446,0.389936,0.171088,0.067525,0.316361,0.224405,New England,Northeast
Virginia,2018,629725,869285,5581639,0.090745,0.583341,0.547688,0.054119,0.202553,0.062455,0.045116,0.305545,0.22115,South Atlantic,South
Washington,2018,545968,738052,5065742,0.099594,0.531902,0.602125,0.099219,0.318022,0.165403,0.037481,0.220519,0.22704,Pacific,West
West Virginia,2018,124659,174236,1235448,0.096124,0.48352,0.402934,0.070514,0.208839,0.081155,0.081434,0.400053,0.35469,South Atlantic,South
Wisconsin,2018,442510,615930,3861670,0.111125,0.663505,0.64492,0.065794,0.206651,0.074815,0.038051,0.254571,0.237359,East North Central,Midwest
Wyoming,2018,44908,57395,377084,0.096786,0.579152,0.561282,0.058839,0.177295,0.05978,0.071889,0.381427,0.282912,Mountain,West
